"uid","namedLocation","plotID","collectDate","identifiedDate","sampleID","sampleCode","subsampleID","scientificName","taxonID","family","subtribe","subfamily","tribe","genus","subgenus","specificEpithet","infraspecificEpithet","identificationQualifier","scientificNameAuthorship","sexOrAge","individualCount","sampleCondition","archiveMedium","archiveFacilityID","deprecatedVialID","identifiedBy","laboratoryName","remarks","identificationReferences","identificationProtocolVersion","dataQF"
"d43bb42e-7ee3-4e36-ac52-f8a5270e2606","TALL_001.tickPlot.tck","TALL_001","2014-07-11T12:55Z","2015-02-25T17:00Z","TALL_001.20140711",NA,"TALL_001.20140711.DERVAR.M","Dermacentor variabilis","DERVAR","Ixodidae",NA,"Rhipicephalinae",NA,"Dermacentor",NA,"variabilis",NA,NA,"(Say, 1821)","Male",1,"OK","90% ethanol","125248",NA,"Philip Panhorst","Georgia Southern University",NA,"Yunker, C. E., Keirans, J. E., Clifford, C. M., and E. R. Easton. 1986. Dermacentor ticks (Acari: Ixodoidea: Ixodidae) of the New World: a scanning electron microscope atlas. Proceedings of the Entomological Society of Washington, 88(4):609-627.","GSU_tickIdentification_SOP_2016-11-01.pdf",""
"aaf8e6d9-7636-4241-9c01-37d7e6ecc88d","TALL_002.tickPlot.tck","TALL_002","2015-06-03T13:39Z","2016-08-02T12:00Z","TALL_002.20150603",NA,"TALL_002.20150603.AMBAME.N","Amblyomma americanum","AMBAME","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Linnaeus 1758","Nymph",10,"OK","95% ethanol","127003",NA,"L. Beati","Georgia Southern University",NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","legacyData"
"baa19735-5002-4597-9e97-0064a9d94e99","TALL_002.tickPlot.tck","TALL_002","2015-06-03T13:39Z","2016-08-02T16:00Z","TALL_002.20150603",NA,"TALL_002.20150603.AMBAME.F","Amblyomma americanum","AMBAME","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"(Linnaeus, 1758)","Female",2,"OK","90% ethanol","127003",NA,"L. Beati","Georgia Southern University",NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf",""
"67f5b596-f329-4d11-b429-731fcb954318","TALL_002.tickPlot.tck","TALL_002","2015-06-03T13:39Z","2016-08-02T16:00Z","TALL_002.20150603",NA,"TALL_002.20150603.AMBAME.M","Amblyomma americanum","AMBAME","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"(Linnaeus, 1758)","Male",1,"OK","90% ethanol","127003",NA,"L. Beati","Georgia Southern University",NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf",""
"853b3ee4-ea24-4ceb-8485-c3d3247e28da","TALL_001.tickPlot.tck","TALL_001","2015-06-03T13:58Z","2016-08-03T12:00Z","TALL_001.20150603",NA,"TALL_001.20150603.AMBAME.N","Amblyomma americanum","AMBAME","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Linnaeus 1758","Nymph",3,"OK","95% ethanol","127002",NA,"L. Beati","Georgia Southern University",NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","legacyData"
"42463cf6-6685-4d54-b752-8e69957c724a","TALL_001.tickPlot.tck","TALL_001","2015-06-03T13:58Z","2016-08-03T16:00Z","TALL_001.20150603",NA,"TALL_001.20150603.AMBAME.M","Amblyomma americanum","AMBAME","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"(Linnaeus, 1758)","Male",1,"OK","90% ethanol","127002",NA,"L. Beati","Georgia Southern University",NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf",""
"5e54e704-99cb-475c-b1f0-41c145b0e064","TALL_008.tickPlot.tck","TALL_008","2015-06-03T15:19Z","2016-08-03T16:00Z","TALL_008.20150603",NA,"TALL_008.20150603.AMBAME.F","Amblyomma americanum","AMBAME","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"(Linnaeus, 1758)","Female",2,"OK","90% ethanol","127006",NA,"L. Beati","Georgia Southern University",NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf",""
"86aab69a-8d76-4838-8686-6867603ba987","TALL_008.tickPlot.tck","TALL_008","2015-06-03T15:19Z","2016-08-03T12:00Z","TALL_008.20150603",NA,"TALL_008.20150603.AMBAME.N","Amblyomma americanum","AMBAME","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Linnaeus 1758","Nymph",36,"OK","95% ethanol","127006",NA,"L. Beati","Georgia Southern University",NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","legacyData"
"88ca302b-7162-417c-8bf9-f610d41868b5","TALL_008.tickPlot.tck","TALL_008","2015-06-03T15:19Z","2016-08-03T16:00Z","TALL_008.20150603",NA,"TALL_008.20150603.AMBAME.M","Amblyomma americanum","AMBAME","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"(Linnaeus, 1758)","Male",2,"OK","90% ethanol","127006",NA,"L. Beati","Georgia Southern University",NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf",""
"b921a65e-88d8-4064-a416-7407859a64dc","TALL_016.tickPlot.tck","TALL_016","2015-06-03T15:50Z","2016-08-03T12:00Z","TALL_016.20150603",NA,"TALL_016.20150603.AMBAME.N","Amblyomma americanum","AMBAME","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Linnaeus 1758","Nymph",2,"OK","95% ethanol","127007",NA,"L. Beati","Georgia Southern University",NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","legacyData"
"731ec1d8-3d22-4b67-a764-943565749a0f","TALL_006.tickPlot.tck","TALL_006","2015-06-03T17:33Z","2016-08-03T12:00Z","TALL_006.20150603",NA,"TALL_006.20150603.AMBAME.N","Amblyomma americanum","AMBAME","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Linnaeus 1758","Nymph",5,"OK","95% ethanol","127005",NA,"L. Beati","Georgia Southern University",NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","legacyData"
"e6193cf8-4f2a-470d-bb33-8c922e5a1f2e","TALL_003.tickPlot.tck","TALL_003","2015-06-03T17:38Z","2016-08-04T12:00Z","TALL_003.20150603",NA,"TALL_003.20150603.AMBAME.N","Amblyomma americanum","AMBAME","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Linnaeus 1758","Nymph",5,"OK","95% ethanol","127004",NA,"L. Beati","Georgia Southern University",NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","legacyData"
"d167cc6d-dd26-4ae3-b5db-11a16d917da7","TALL_003.tickPlot.tck","TALL_003","2015-06-03T17:38Z","2016-08-04T16:00Z","TALL_003.20150603",NA,"TALL_003.20150603.DERVAR.M","Dermacentor variabilis","DERVAR","Ixodidae",NA,NA,NA,"Dermacentor",NA,"variabilis",NA,NA,"(Say, 1821)","Male",1,"OK","90% ethanol","127004",NA,"L. Beati","Georgia Southern University",NA,"","GSU_tickIdentification_SOP_2016-11-01.pdf",""
"e9b24d1d-5f51-4002-a190-082466816df4","TALL_008.tickPlot.tck","TALL_008","2015-06-22T12:25Z","2016-08-04T12:00Z","TALL_008.20150622",NA,"TALL_008.20150622.AMBAME.N","Amblyomma americanum","AMBAME","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Linnaeus 1758","Nymph",18,"OK","95% ethanol","127012",NA,"L. Beati","Georgia Southern University",NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","legacyData"
"f26d95cb-ea4d-4a61-beea-d6c1e587c23d","TALL_002.tickPlot.tck","TALL_002","2015-06-22T13:48Z","2016-08-02T16:00Z","TALL_002.20150622",NA,"TALL_002.20150622.AMBAME.F","Amblyomma americanum","AMBAME","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"(Linnaeus, 1758)","Female",1,"OK","90% ethanol","127009",NA,"L. Beati","Georgia Southern University",NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf",""
"1663795d-ba15-43b5-9a4c-1c3668870013","TALL_002.tickPlot.tck","TALL_002","2015-06-22T13:48Z","2016-08-02T16:00Z","TALL_002.20150622",NA,"TALL_002.20150622.AMBAME.M","Amblyomma americanum","AMBAME","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"(Linnaeus, 1758)","Male",1,"OK","90% ethanol","127009",NA,"L. Beati","Georgia Southern University",NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf",""
"c7cbfd92-0928-42a6-a8f6-4510dcdd61ef","TALL_002.tickPlot.tck","TALL_002","2015-06-22T13:48Z","2016-08-02T16:00Z","TALL_002.20150622",NA,"TALL_002.20150622.IXOSCA.N","Ixodes scapularis","IXOSCA","Ixodidae",NA,NA,NA,"Ixodes",NA,"scapularis",NA,NA,"Say, 1821","Nymph",1,"OK","90% ethanol","127009",NA,"L. Beati","Georgia Southern University",NA,"Keirans, J. E., and C. M. Clifford. 1978. The genus Ixodes in the United States: a scanning electron microscope study and key to the adults. Journal of Medical Entomology, 15(Supplement 2):1-38.","GSU_tickIdentification_SOP_2016-11-01.pdf",""
"5601f8c3-0913-49a5-9ef3-10c1f698ee52","TALL_002.tickPlot.tck","TALL_002","2015-06-22T13:48Z","2016-08-02T12:00Z","TALL_002.20150622",NA,"TALL_002.20150622.AMBAME.N","Amblyomma americanum","AMBAME","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Linnaeus 1758","Nymph",5,"OK","95% ethanol","127009",NA,"L. Beati","Georgia Southern University",NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","legacyData"
"15be4552-3c1d-4ca4-81d3-afb1305ce540","TALL_003.tickPlot.tck","TALL_003","2015-06-22T15:16Z","2016-08-04T16:00Z","TALL_003.20150622",NA,"TALL_003.20150622.AMBAME.M","Amblyomma americanum","AMBAME","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"(Linnaeus, 1758)","Male",2,"OK","90% ethanol","127010",NA,"L. Beati","Georgia Southern University",NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf",""
"99282180-4057-40d7-afdd-5429f556f242","TALL_003.tickPlot.tck","TALL_003","2015-06-22T15:16Z","2016-08-04T12:00Z","TALL_003.20150622",NA,"TALL_003.20150622.AMBAME.N","Amblyomma americanum","AMBAME","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Linnaeus 1758","Nymph",7,"OK","95% ethanol","127010",NA,"L. Beati","Georgia Southern University",NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","legacyData"
"8501d99e-3936-4379-83b1-c50a36495ff0","TALL_006.tickPlot.tck","TALL_006","2015-06-22T16:28Z","2016-08-04T16:00Z","TALL_006.20150622",NA,"TALL_006.20150622.AMBAME.F","Amblyomma americanum","AMBAME","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"(Linnaeus, 1758)","Female",1,"OK","90% ethanol","127011",NA,"L. Beati","Georgia Southern University",NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf",""
"e6843d23-00ae-411b-8e65-51b9f1efa1d3","TALL_001.tickPlot.tck","TALL_001","2015-06-22T18:03Z","2016-08-02T12:00Z","TALL_001.20150622",NA,"TALL_001.20150622.AMBAME.N","Amblyomma americanum","AMBAME","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Linnaeus 1758","Nymph",6,"OK","95% ethanol","127008",NA,"L. Beati","Georgia Southern University",NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","legacyData"
"0c4bc8fb-61c7-4c7e-90c9-1ae65f72bc58","TALL_001.tickPlot.tck","TALL_001","2015-06-22T18:03Z","2016-08-02T16:00Z","TALL_001.20150622",NA,"TALL_001.20150622.DERVAR.M","Dermacentor variabilis","DERVAR","Ixodidae",NA,NA,NA,"Dermacentor",NA,"variabilis",NA,NA,"(Say, 1821)","Male",1,"OK","90% ethanol","127008",NA,"L. Beati","Georgia Southern University",NA,"","GSU_tickIdentification_SOP_2016-11-01.pdf",""
"ae8fb9a9-8c17-4671-b0ff-3ae773f90833","TALL_001.tickPlot.tck","TALL_001","2015-06-22T18:03Z","2016-08-02T16:00Z","TALL_001.20150622",NA,"TALL_001.20150622.AMBAME.M","Amblyomma americanum","AMBAME","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"(Linnaeus, 1758)","Male",1,"OK","90% ethanol","127008",NA,"L. Beati","Georgia Southern University",NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf",""
"88776fea-c9ea-4a34-ab75-5aadcf7dce57","TALL_001.tickPlot.tck","TALL_001","2015-06-22T18:03Z","2016-08-02T16:00Z","TALL_001.20150622",NA,"TALL_001.20150622.AMBAME.F","Amblyomma americanum","AMBAME","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"(Linnaeus, 1758)","Female",2,"OK","90% ethanol","127008",NA,"L. Beati","Georgia Southern University",NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf",""
"df5c60e8-922a-4798-aba0-bf3701b365fe","TALL_016.tickPlot.tck","TALL_016","2015-06-22T19:33Z","2016-08-04T16:00Z","TALL_016.20150622",NA,"TALL_016.20150622.AMBAME.N","Amblyomma americanum","AMBAME","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"(Linnaeus, 1758)","Nymph",1,"OK","90% ethanol","127013",NA,"L. Beati","Georgia Southern University",NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf",""
"adf36f47-dfec-4cb4-93fb-13fc6eff17d3","TALL_008.tickPlot.tck","TALL_008","2015-07-17T12:23Z","2016-08-02T16:00Z","TALL_008.20150717",NA,"TALL_008.20150717.AMBAME.F","Amblyomma americanum","AMBAME","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"(Linnaeus, 1758)","Female",1,"OK","90% ethanol","127018",NA,"L. Beati","Georgia Southern University",NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf",""
"3fea70cb-df69-434d-ba4a-51dc904fa6fe","TALL_008.tickPlot.tck","TALL_008","2015-07-17T12:23Z","2016-08-02T12:00Z","TALL_008.20150717",NA,"TALL_008.20150717.AMBAME.N","Amblyomma americanum","AMBAME","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Linnaeus 1758","Nymph",32,"OK","95% ethanol","127018",NA,"L. Beati","Georgia Southern University",NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","legacyData"
"15bc7078-a561-4aec-b552-5f7d975dfc63","TALL_008.tickPlot.tck","TALL_008","2015-07-17T12:23Z","2016-08-02T16:00Z","TALL_008.20150717",NA,"TALL_008.20150717.AMBAME.M","Amblyomma americanum","AMBAME","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"(Linnaeus, 1758)","Male",1,"OK","90% ethanol","127018",NA,"L. Beati","Georgia Southern University",NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf",""
"802c0351-8abd-46dc-ab5b-3727852daaf5","TALL_008.tickPlot.tck","TALL_008","2015-07-17T12:23Z","2016-08-02T16:00Z","TALL_008.20150717",NA,"TALL_008.20150717.DERVAR.F","Dermacentor variabilis","DERVAR","Ixodidae",NA,NA,NA,"Dermacentor",NA,"variabilis",NA,NA,"(Say, 1821)","Female",1,"OK","90% ethanol","127018",NA,"L. Beati","Georgia Southern University",NA,"","GSU_tickIdentification_SOP_2016-11-01.pdf",""
"5ff05c19-4cbe-4362-8e7b-55a4c9cb3056","TALL_001.tickPlot.tck","TALL_001","2015-07-17T13:15Z","2016-08-08T12:00Z","TALL_001.20150717",NA,"TALL_001.20150717.AMBAME.N","Amblyomma americanum","AMBAME","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Linnaeus 1758","Nymph",3,"OK","95% ethanol","127014",NA,"L. Beati","Georgia Southern University",NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","legacyData"
"d98b9155-4cf0-44bc-8bff-5e2e23ced446","TALL_001.tickPlot.tck","TALL_001","2015-07-17T13:15Z","2016-08-08T16:00Z","TALL_001.20150717",NA,"TALL_001.20150717.DERVAR.F","Dermacentor variabilis","DERVAR","Ixodidae",NA,NA,NA,"Dermacentor",NA,"variabilis",NA,NA,"(Say, 1821)","Female",1,"OK","90% ethanol","127014",NA,"L. Beati","Georgia Southern University",NA,"","GSU_tickIdentification_SOP_2016-11-01.pdf",""
"d5301504-0a28-4898-b93b-fce7c975c656","TALL_002.tickPlot.tck","TALL_002","2015-07-17T13:44Z","2016-08-08T12:00Z","TALL_002.20150717",NA,"TALL_002.20150717.AMBAME.N","Amblyomma americanum","AMBAME","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Linnaeus 1758","Nymph",4,"OK","95% ethanol","127015",NA,"L. Beati","Georgia Southern University",NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","legacyData"
"e0ab80f1-8ab5-498c-9c18-7500092b4b5f","TALL_006.tickPlot.tck","TALL_006","2015-07-17T15:13Z","2016-08-02T16:00Z","TALL_006.20150717",NA,"TALL_006.20150717.AMBAME.N","Amblyomma americanum","AMBAME","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"(Linnaeus, 1758)","Nymph",1,"OK","90% ethanol","127017",NA,"L. Beati","Georgia Southern University",NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf",""
"07235473-7f4e-45da-aa3b-3b242b40c290","TALL_003.tickPlot.tck","TALL_003","2015-07-17T16:25Z","2016-08-02T12:00Z","TALL_003.20150717",NA,"TALL_003.20150717.AMBAME.N","Amblyomma americanum","AMBAME","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Linnaeus 1758","Nymph",3,"OK","95% ethanol","127016",NA,"L. Beati","Georgia Southern University",NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","legacyData"
"dbf1f7d9-d123-4edb-84b4-59f2dc0c599f","TALL_008.tickPlot.tck","TALL_008","2015-08-03T12:10Z","2016-08-04T12:00Z","TALL_008.20150803",NA,"TALL_008.20150803.AMBAME.N","Amblyomma americanum","AMBAME","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Linnaeus 1758","Nymph",3,"OK","95% ethanol","127023",NA,"L. Beati","Georgia Southern University",NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","legacyData"
"3fba19e4-f600-4cea-8445-f33ddfa4fe8e","TALL_001.tickPlot.tck","TALL_001","2015-08-03T12:15Z","2016-08-02T12:00Z","TALL_001.20150803",NA,"TALL_001.20150803.AMBAME.N","Amblyomma americanum","AMBAME","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Linnaeus 1758","Nymph",2,"OK","95% ethanol","127019",NA,"L. Beati","Georgia Southern University",NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","legacyData"
"78979ae0-6e14-4a83-b418-12a02953d829","TALL_001.tickPlot.tck","TALL_001","2015-08-03T12:15Z","2016-08-02T16:00Z","TALL_001.20150803",NA,"TALL_001.20150803.DERVAR.F","Dermacentor variabilis","DERVAR","Ixodidae",NA,NA,NA,"Dermacentor",NA,"variabilis",NA,NA,"(Say, 1821)","Female",2,"OK","90% ethanol","127019",NA,"L. Beati","Georgia Southern University",NA,"","GSU_tickIdentification_SOP_2016-11-01.pdf",""
"c9f4abca-8a7a-49f7-9c4f-509ef69e5f83","TALL_002.tickPlot.tck","TALL_002","2015-08-03T13:03Z","2016-08-08T16:00Z","TALL_002.20150803",NA,"TALL_002.20150803.AMBAME.F","Amblyomma americanum","AMBAME","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"(Linnaeus, 1758)","Female",1,"OK","90% ethanol","127020",NA,"L. Beati","Georgia Southern University",NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf",""
"ceafc629-3d74-4881-a8e5-26997f5901b3","TALL_002.tickPlot.tck","TALL_002","2015-08-03T13:03Z","2016-08-08T12:00Z","TALL_002.20150803",NA,"TALL_002.20150803.AMBAME.N","Amblyomma americanum","AMBAME","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Linnaeus 1758","Nymph",4,"OK","95% ethanol","127020",NA,"L. Beati","Georgia Southern University",NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","legacyData"
"b8572f46-6fb4-4029-ac19-5c7eb9de5b66","TALL_006.tickPlot.tck","TALL_006","2015-08-03T14:22Z","2016-08-04T16:00Z","TALL_006.20150803",NA,"TALL_006.20150803.DERVAR.F","Dermacentor variabilis","DERVAR","Ixodidae",NA,NA,NA,"Dermacentor",NA,"variabilis",NA,NA,"(Say, 1821)","Female",1,"OK","90% ethanol","127022",NA,"L. Beati","Georgia Southern University",NA,"","GSU_tickIdentification_SOP_2016-11-01.pdf",""
"fb479140-ee76-4f2e-8af4-0a695d430e90","TALL_006.tickPlot.tck","TALL_006","2015-08-03T14:22Z","2016-08-04T16:00Z","TALL_006.20150803",NA,"TALL_006.20150803.IXOSP.L","Ixodidae sp.","IXOSP","Ixodidae",NA,NA,NA,"",NA,"",NA,NA,"","Larva",1,"OK","90% ethanol","127022",NA,"L. Beati","Georgia Southern University",NA,"","GSU_tickIdentification_SOP_2016-11-01.pdf",""
"89558009-afcc-48bb-b26d-0504632c1072","TALL_003.tickPlot.tck","TALL_003","2015-08-03T16:00Z","2016-08-08T16:00Z","TALL_003.20150803",NA,"TALL_003.20150803.AMBAME.N","Amblyomma americanum","AMBAME","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"(Linnaeus, 1758)","Nymph",1,"OK","90% ethanol","127021",NA,"L. Beati","Georgia Southern University",NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf",""
"2f8231ce-0ce9-4455-8095-1b0691047802","TALL_006.tickPlot.tck","TALL_006","2015-08-25T13:00Z","2016-08-03T12:00Z","TALL_006.20150825",NA,"TALL_006.20150825.AMBAME.N","Amblyomma americanum","AMBAME","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Linnaeus 1758","Nymph",3,"OK","95% ethanol","127027",NA,"L. Beati","Georgia Southern University",NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","legacyData"
"a541269d-89f1-445a-8f9c-21e89b3664cc","TALL_006.tickPlot.tck","TALL_006","2015-08-25T13:00Z","2016-08-03T16:00Z","TALL_006.20150825",NA,"TALL_006.20150825.IXOSP.L","Ixodidae sp.","IXOSP","Ixodidae",NA,NA,NA,"",NA,"",NA,NA,"","Larva",1,"OK","90% ethanol","127027",NA,"L. Beati","Georgia Southern University",NA,"","GSU_tickIdentification_SOP_2016-11-01.pdf",""
