"uid","namedLocation","plotID","collectDate","identifiedDate","eventID","subsampleID","scientificName","acceptedTaxonID","taxonRank","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","identificationQualifier","identificationReferences","identificationProtocolVersion","scientificNameAuthorship","sexOrAge","individualCount","sampleCondition","archiveMedium","archiveFacilityID","deprecatedVialID","identifiedBy","laboratoryName","remarks","dataQF"
"eb0ddfff-d9b8-46ba-b082-4dc0c85cf1ab","TALL_002.tickPlot.tck","TALL_002","2015-06-03T13:39Z","2016-08-02T12:00Z","TALL_002.20150603","TALL_002.20150603.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Nymph",10,"OK","95% ethanol","127003",NA,"L. Beati","Georgia Southern University",NA,"legacyData"
"f234a706-c899-4ae1-b1fb-548dc45a989e","TALL_002.tickPlot.tck","TALL_002","2015-06-03T13:39Z","2016-08-02T16:00Z","TALL_002.20150603","TALL_002.20150603.AMBAME.M","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Male",1,"OK","90% ethanol","127003",NA,"L. Beati","Georgia Southern University",NA,""
"0e1abb27-873d-460d-bb6e-be3dfbcaaae6","TALL_001.tickPlot.tck","TALL_001","2015-06-03T13:58Z","2016-08-03T12:00Z","TALL_001.20150603","TALL_001.20150603.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Nymph",3,"OK","95% ethanol","127002",NA,"L. Beati","Georgia Southern University",NA,"legacyData"
"9c8b6843-3948-45f8-8902-6211d661cb65","TALL_001.tickPlot.tck","TALL_001","2015-06-03T13:58Z","2016-08-03T16:00Z","TALL_001.20150603","TALL_001.20150603.AMBAME.M","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Male",1,"OK","90% ethanol","127002",NA,"L. Beati","Georgia Southern University",NA,""
"22d9e196-8610-4035-8841-81e408c349d0","TALL_008.tickPlot.tck","TALL_008","2015-06-03T15:19Z","2016-08-03T16:00Z","TALL_008.20150603","TALL_008.20150603.AMBAME.F","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Female",2,"OK","90% ethanol","127006",NA,"L. Beati","Georgia Southern University",NA,""
"104840bb-16e6-41bb-ba93-6101eeb4d658","TALL_008.tickPlot.tck","TALL_008","2015-06-03T15:19Z","2016-08-03T12:00Z","TALL_008.20150603","TALL_008.20150603.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Nymph",36,"OK","95% ethanol","127006",NA,"L. Beati","Georgia Southern University",NA,"legacyData"
"36a2e644-2a60-4821-a39d-25d79bca1ef0","TALL_008.tickPlot.tck","TALL_008","2015-06-03T15:19Z","2016-08-03T16:00Z","TALL_008.20150603","TALL_008.20150603.AMBAME.M","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Male",2,"OK","90% ethanol","127006",NA,"L. Beati","Georgia Southern University",NA,""
"a52a3617-f209-4a33-bd21-eb01305cfa22","TALL_016.tickPlot.tck","TALL_016","2015-06-03T15:50Z","2016-08-03T12:00Z","TALL_016.20150603","TALL_016.20150603.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Nymph",2,"OK","95% ethanol","127007",NA,"L. Beati","Georgia Southern University",NA,"legacyData"
"07b26dda-5cab-4b62-856d-5889ccdcce93","TALL_006.tickPlot.tck","TALL_006","2015-06-03T17:33Z","2016-08-03T12:00Z","TALL_006.20150603","TALL_006.20150603.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Nymph",5,"OK","95% ethanol","127005",NA,"L. Beati","Georgia Southern University",NA,"legacyData"
"2061f33f-3bd3-4305-b424-06d6e7a712a2","TALL_003.tickPlot.tck","TALL_003","2015-06-03T17:38Z","2016-08-04T16:00Z","TALL_003.20150603","TALL_003.20150603.DERVAR.M","Dermacentor variabilis","DERVAR","species","Ixodidae",NA,NA,NA,"Dermacentor",NA,"variabilis",NA,NA,"","GSU_tickIdentification_SOP_2016-11-01.pdf","Say","Male",1,"OK","90% ethanol","127004",NA,"L. Beati","Georgia Southern University",NA,""
"89d656ba-40da-4290-bdbd-123ba38ce539","TALL_003.tickPlot.tck","TALL_003","2015-06-03T17:38Z","2016-08-04T12:00Z","TALL_003.20150603","TALL_003.20150603.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Nymph",5,"OK","95% ethanol","127004",NA,"L. Beati","Georgia Southern University",NA,"legacyData"
"fb7eda4d-7861-4da8-b7df-32198b4afd0e","TALL_008.tickPlot.tck","TALL_008","2015-06-22T12:25Z","2016-08-04T12:00Z","TALL_008.20150622","TALL_008.20150622.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Nymph",18,"OK","95% ethanol","127012",NA,"L. Beati","Georgia Southern University",NA,"legacyData"
"1fcd9f3a-3387-45bf-87f8-bdcf0d0c9d33","TALL_002.tickPlot.tck","TALL_002","2015-06-22T13:48Z","2016-08-02T16:00Z","TALL_002.20150622","TALL_002.20150622.AMBAME.M","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Male",1,"OK","90% ethanol","127009",NA,"L. Beati","Georgia Southern University",NA,""
"b9c5a142-b318-4227-94df-4cc03639d8ac","TALL_002.tickPlot.tck","TALL_002","2015-06-22T13:48Z","2016-08-02T16:00Z","TALL_002.20150622","TALL_002.20150622.IXOSCA.N","Ixodes scapularis","IXOSCA","species","Ixodidae",NA,NA,NA,"Ixodes",NA,"scapularis",NA,NA,"Keirans, J. E., and C. M. Clifford. 1978. The genus Ixodes in the United States: a scanning electron microscope study and key to the adults. Journal of Medical Entomology, 15(Supplement 2):1-38.","GSU_tickIdentification_SOP_2016-11-01.pdf","Say","Nymph",1,"OK","90% ethanol","127009",NA,"L. Beati","Georgia Southern University",NA,""
"305f248b-82bc-406d-8067-add7dcd09823","TALL_002.tickPlot.tck","TALL_002","2015-06-22T13:48Z","2016-08-02T12:00Z","TALL_002.20150622","TALL_002.20150622.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Nymph",5,"OK","95% ethanol","127009",NA,"L. Beati","Georgia Southern University",NA,"legacyData"
"b8c98d69-f13e-44f4-b4c5-b37e8494b910","TALL_002.tickPlot.tck","TALL_002","2015-06-22T13:48Z","2016-08-02T16:00Z","TALL_002.20150622","TALL_002.20150622.AMBAME.F","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Female",1,"OK","90% ethanol","127009",NA,"L. Beati","Georgia Southern University",NA,""
"071788b7-b513-44ab-988d-0ee931857bac","TALL_003.tickPlot.tck","TALL_003","2015-06-22T15:16Z","2016-08-04T16:00Z","TALL_003.20150622","TALL_003.20150622.AMBAME.M","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Male",2,"OK","90% ethanol","127010",NA,"L. Beati","Georgia Southern University",NA,""
"112ba114-67bf-4da7-8953-a6c15b6729ae","TALL_003.tickPlot.tck","TALL_003","2015-06-22T15:16Z","2016-08-04T12:00Z","TALL_003.20150622","TALL_003.20150622.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Nymph",7,"OK","95% ethanol","127010",NA,"L. Beati","Georgia Southern University",NA,"legacyData"
"54719862-1463-4241-8093-00ff22ba7be7","TALL_006.tickPlot.tck","TALL_006","2015-06-22T16:28Z","2016-08-04T16:00Z","TALL_006.20150622","TALL_006.20150622.AMBAME.F","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Female",1,"OK","90% ethanol","127011",NA,"L. Beati","Georgia Southern University",NA,""
"c382a4fb-1152-4dc3-b67a-9119c3dd3176","TALL_001.tickPlot.tck","TALL_001","2015-06-22T18:03Z","2016-08-02T16:00Z","TALL_001.20150622","TALL_001.20150622.AMBAME.F","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Female",2,"OK","90% ethanol","127008",NA,"L. Beati","Georgia Southern University",NA,""
"f8bf26ed-6596-495a-b56e-87e1b3ee9cb1","TALL_001.tickPlot.tck","TALL_001","2015-06-22T18:03Z","2016-08-02T16:00Z","TALL_001.20150622","TALL_001.20150622.DERVAR.M","Dermacentor variabilis","DERVAR","species","Ixodidae",NA,NA,NA,"Dermacentor",NA,"variabilis",NA,NA,"","GSU_tickIdentification_SOP_2016-11-01.pdf","Say","Male",1,"OK","90% ethanol","127008",NA,"L. Beati","Georgia Southern University",NA,""
"acc78a08-0a6f-46d8-8702-2eac1f514ef9","TALL_001.tickPlot.tck","TALL_001","2015-06-22T18:03Z","2016-08-02T12:00Z","TALL_001.20150622","TALL_001.20150622.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Nymph",6,"OK","95% ethanol","127008",NA,"L. Beati","Georgia Southern University",NA,"legacyData"
"60336f3f-878b-4474-b7e5-4d0eeb2c1613","TALL_001.tickPlot.tck","TALL_001","2015-06-22T18:03Z","2016-08-02T16:00Z","TALL_001.20150622","TALL_001.20150622.AMBAME.M","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Male",1,"OK","90% ethanol","127008",NA,"L. Beati","Georgia Southern University",NA,""
"c3941bf6-5e2b-44ed-8121-626c0f670904","TALL_016.tickPlot.tck","TALL_016","2015-06-22T19:33Z","2016-08-04T16:00Z","TALL_016.20150622","TALL_016.20150622.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Nymph",1,"OK","90% ethanol","127013",NA,"L. Beati","Georgia Southern University",NA,""
"75375873-080c-4495-ad59-e4e01f97d0bf","TALL_008.tickPlot.tck","TALL_008","2015-07-17T12:23Z","2016-08-02T16:00Z","TALL_008.20150717","TALL_008.20150717.AMBAME.M","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Male",1,"OK","90% ethanol","127018",NA,"L. Beati","Georgia Southern University",NA,""
"0157b9c5-f597-4a79-88fd-f3c9739a7dbc","TALL_008.tickPlot.tck","TALL_008","2015-07-17T12:23Z","2016-08-02T16:00Z","TALL_008.20150717","TALL_008.20150717.AMBAME.F","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Female",1,"OK","90% ethanol","127018",NA,"L. Beati","Georgia Southern University",NA,""
"6c86762c-ed9e-45f5-9f3e-5daa559debe4","TALL_008.tickPlot.tck","TALL_008","2015-07-17T12:23Z","2016-08-02T12:00Z","TALL_008.20150717","TALL_008.20150717.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Nymph",32,"OK","95% ethanol","127018",NA,"L. Beati","Georgia Southern University",NA,"legacyData"
"5a41b3bc-6e35-45ef-aaa0-4aafad2875f4","TALL_008.tickPlot.tck","TALL_008","2015-07-17T12:23Z","2016-08-02T16:00Z","TALL_008.20150717","TALL_008.20150717.DERVAR.F","Dermacentor variabilis","DERVAR","species","Ixodidae",NA,NA,NA,"Dermacentor",NA,"variabilis",NA,NA,"","GSU_tickIdentification_SOP_2016-11-01.pdf","Say","Female",1,"OK","90% ethanol","127018",NA,"L. Beati","Georgia Southern University",NA,""
"a770ef17-2a02-4d2c-8824-12184fafb18f","TALL_001.tickPlot.tck","TALL_001","2015-07-17T13:15Z","2016-08-08T16:00Z","TALL_001.20150717","TALL_001.20150717.DERVAR.F","Dermacentor variabilis","DERVAR","species","Ixodidae",NA,NA,NA,"Dermacentor",NA,"variabilis",NA,NA,"","GSU_tickIdentification_SOP_2016-11-01.pdf","Say","Female",1,"OK","90% ethanol","127014",NA,"L. Beati","Georgia Southern University",NA,""
"859c7843-5c89-47ce-96e1-a604fca7d2c8","TALL_001.tickPlot.tck","TALL_001","2015-07-17T13:15Z","2016-08-08T12:00Z","TALL_001.20150717","TALL_001.20150717.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Nymph",3,"OK","95% ethanol","127014",NA,"L. Beati","Georgia Southern University",NA,"legacyData"
"4167d531-d407-4435-a3fc-404460e38f11","TALL_002.tickPlot.tck","TALL_002","2015-07-17T13:44Z","2016-08-08T12:00Z","TALL_002.20150717","TALL_002.20150717.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Nymph",4,"OK","95% ethanol","127015",NA,"L. Beati","Georgia Southern University",NA,"legacyData"
"f9edf3bc-4798-4067-b403-a29a393cd0f5","TALL_006.tickPlot.tck","TALL_006","2015-07-17T15:13Z","2016-08-02T16:00Z","TALL_006.20150717","TALL_006.20150717.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Nymph",1,"OK","90% ethanol","127017",NA,"L. Beati","Georgia Southern University",NA,""
"9a65b4cf-1c24-4920-9d8e-304554cf4208","TALL_003.tickPlot.tck","TALL_003","2015-07-17T16:25Z","2016-08-02T12:00Z","TALL_003.20150717","TALL_003.20150717.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Nymph",3,"OK","95% ethanol","127016",NA,"L. Beati","Georgia Southern University",NA,"legacyData"
"5c8cfd40-ed51-4c24-a6e2-28f60f368e0a","TALL_008.tickPlot.tck","TALL_008","2015-08-03T12:10Z","2016-08-04T12:00Z","TALL_008.20150803","TALL_008.20150803.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Nymph",3,"OK","95% ethanol","127023",NA,"L. Beati","Georgia Southern University",NA,"legacyData"
"113b7ca8-1efe-4214-8ce7-a6da61386130","TALL_001.tickPlot.tck","TALL_001","2015-08-03T12:15Z","2016-08-02T16:00Z","TALL_001.20150803","TALL_001.20150803.DERVAR.F","Dermacentor variabilis","DERVAR","species","Ixodidae",NA,NA,NA,"Dermacentor",NA,"variabilis",NA,NA,"","GSU_tickIdentification_SOP_2016-11-01.pdf","Say","Female",2,"OK","90% ethanol","127019",NA,"L. Beati","Georgia Southern University",NA,""
"a1a1059b-6dcc-402c-98d5-321fc3555955","TALL_001.tickPlot.tck","TALL_001","2015-08-03T12:15Z","2016-08-02T12:00Z","TALL_001.20150803","TALL_001.20150803.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Nymph",2,"OK","95% ethanol","127019",NA,"L. Beati","Georgia Southern University",NA,"legacyData"
"d9900c48-ccab-46e8-8630-5f84987144bc","TALL_002.tickPlot.tck","TALL_002","2015-08-03T13:03Z","2016-08-08T16:00Z","TALL_002.20150803","TALL_002.20150803.AMBAME.F","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Female",1,"OK","90% ethanol","127020",NA,"L. Beati","Georgia Southern University",NA,""
"59238773-56e8-4ec0-ac8e-5d9de26ca07b","TALL_002.tickPlot.tck","TALL_002","2015-08-03T13:03Z","2016-08-08T12:00Z","TALL_002.20150803","TALL_002.20150803.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Nymph",4,"OK","95% ethanol","127020",NA,"L. Beati","Georgia Southern University",NA,"legacyData"
"e2a9b1f8-5230-4bcd-96ac-f4754e426968","TALL_006.tickPlot.tck","TALL_006","2015-08-03T14:22Z","2016-08-04T16:00Z","TALL_006.20150803","TALL_006.20150803.DERVAR.F","Dermacentor variabilis","DERVAR","species","Ixodidae",NA,NA,NA,"Dermacentor",NA,"variabilis",NA,NA,"","GSU_tickIdentification_SOP_2016-11-01.pdf","Say","Female",1,"OK","90% ethanol","127022",NA,"L. Beati","Georgia Southern University",NA,""
"c1ee3d92-493b-46bd-b464-5d46ea4843cc","TALL_006.tickPlot.tck","TALL_006","2015-08-03T14:22Z","2016-08-04T16:00Z","TALL_006.20150803","TALL_006.20150803.IXOSP.L","Ixodidae sp.","IXOSP","family","Ixodidae",NA,NA,NA,"",NA,"sp.",NA,NA,"","GSU_tickIdentification_SOP_2016-11-01.pdf","","Larva",1,"OK","90% ethanol","127022",NA,"L. Beati","Georgia Southern University",NA,""
"f6aa142b-cd38-47f7-b632-361f439abfcb","TALL_003.tickPlot.tck","TALL_003","2015-08-03T16:00Z","2016-08-08T16:00Z","TALL_003.20150803","TALL_003.20150803.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Nymph",1,"OK","90% ethanol","127021",NA,"L. Beati","Georgia Southern University",NA,""
"1d45dfe3-46d4-42c1-a6dd-e111b2c96dfe","TALL_006.tickPlot.tck","TALL_006","2015-08-25T13:00Z","2016-08-03T12:00Z","TALL_006.20150825","TALL_006.20150825.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Nymph",3,"OK","95% ethanol","127027",NA,"L. Beati","Georgia Southern University",NA,"legacyData"
"f5da37f2-dee4-49ac-bf28-60cacc46ae6b","TALL_006.tickPlot.tck","TALL_006","2015-08-25T13:00Z","2016-08-03T16:00Z","TALL_006.20150825","TALL_006.20150825.IXOSP.L","Ixodidae sp.","IXOSP","family","Ixodidae",NA,NA,NA,"",NA,"sp.",NA,NA,"","GSU_tickIdentification_SOP_2016-11-01.pdf","","Larva",1,"OK","90% ethanol","127027",NA,"L. Beati","Georgia Southern University",NA,""
"1c085c22-5e74-4e3c-ae52-088282b8d2ad","TALL_008.tickPlot.tck","TALL_008","2015-08-25T13:18Z","2016-08-08T16:00Z","TALL_008.20150825","TALL_008.20150825.AMBAME.M","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Male",1,"OK","90% ethanol","127028",NA,"L. Beati","Georgia Southern University",NA,""
"b122854a-526e-4488-af7d-f9627f127122","TALL_008.tickPlot.tck","TALL_008","2015-08-25T13:18Z","2016-08-08T12:00Z","TALL_008.20150825","TALL_008.20150825.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Nymph",18,"OK","95% ethanol","127028",NA,"L. Beati","Georgia Southern University",NA,"legacyData"
"6511b7ae-9bc1-4fdc-b44d-62e4b3b36d27","TALL_002.tickPlot.tck","TALL_002","2015-08-25T14:34Z","2016-08-03T16:00Z","TALL_002.20150825","TALL_002.20150825.AMBAME.F","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Female",1,"OK","90% ethanol","127025",NA,"L. Beati","Georgia Southern University",NA,""
"94ef4d0a-65b5-4ed2-b6aa-7343f0d795cc","TALL_002.tickPlot.tck","TALL_002","2015-08-25T14:34Z","2016-08-03T16:00Z","TALL_002.20150825","TALL_002.20150825.IXOSP.L","Ixodidae sp.","IXOSP","family","Ixodidae",NA,NA,NA,"",NA,"sp.",NA,NA,"","GSU_tickIdentification_SOP_2016-11-01.pdf","","Larva",1,"OK","90% ethanol","127025",NA,"L. Beati","Georgia Southern University",NA,""
