"individualID","namedLocation","domainID","siteID","uid.x","date.x","eventID.x","plotID.x","tagStatus","growthForm","plantStatus","stemDiameter","measurementHeight","height","baseCrownHeight","breakHeight","breakDiameter","maxCrownDiameter","ninetyCrownDiameter","canopyPosition","shape","basalStemDiameter","basalStemDiameterMsrmntHeight","maxBaseCrownDiameter","ninetyBaseCrownDiameter","remarks.x","recordedBy.x","measuredBy.x","dataQF.x","points","uid.y","date.y","eventID.y","plotID.y","subplotID","nestedSubplotID","pointID","stemDistance","stemAzimuth","cfcOnlyTag","supportingStemIndividualID","previouslyTaggedAs","samplingProtocolVersion","taxonID","scientificName","taxonRank","identificationReferences","morphospeciesID","morphospeciesIDRemarks","identificationQualifier","remarks.y","measuredBy.y","recordedBy.y","dataQF.y","api.utmZone","adjNorthing","adjEasting","adjCoordinateUncertainty","adjDecimalLatitude","adjDecimalLongitude","api.elevation","adjElevationUncertainty"
"NEON.PLA.D16.WREF.02001","WREF_071.basePlot.vst","D16","WREF","32080b7f-c5bc-4cf7-ad26-32abda52a235","2017-11-01","vst_WREF_2017","WREF_071","ok","sapling","Live",NA,NA,0.9,NA,NA,NA,NA,NA,NA,"",1.1,10,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData","WREF_071.basePlot.vst.NA","2a951b9a-bdf0-48cd-bfc4-2d5a0cce1af5","2017-11-01","vst_WREF_2017","WREF_071",23,2,NA,NA,NA,"N",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEON.PLA.D16.WREF.02002","WREF_071.basePlot.vst","D16","WREF","0582c66c-de12-4dc1-8cb5-f5c786119ad2","2017-11-01","vst_WREF_2017","WREF_071","ok","single bole tree","Dead, broken bole",29.9,130,4,NA,NA,16,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData","WREF_071.basePlot.vst.25","65e9f9dd-cbe2-41ea-990a-63afb0ab6a54","2017-11-01","vst_WREF_2017","WREF_071",23,2,25,7.6,272.2,"N",NA,NA,"NEON.DOC.000987vG","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,"",NA,"","","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=",NA,"10N",5075561.95543463,580903.306497729,0.78,45.82887,-121.958281,373.3,1.21
"NEON.PLA.D16.WREF.02003","WREF_071.basePlot.vst","D16","WREF","7cf54e49-79ae-4e03-82cf-7b9e2c1d1ab3","2017-11-01","vst_WREF_2017","WREF_071","ok","sapling","Live",NA,NA,1.6,NA,NA,NA,NA,NA,NA,"",1.6,10,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData","WREF_071.basePlot.vst.NA","ca11e57e-b967-46f3-b577-83f4c8c4d9e9","2017-11-01","vst_WREF_2017","WREF_071",23,2,NA,NA,NA,"N",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEON.PLA.D16.WREF.02004","WREF_071.basePlot.vst","D16","WREF","f6f74ea2-6099-4b66-8b20-72b6a2c0cbbe","2017-11-01","vst_WREF_2017","WREF_071","ok","single bole tree","Dead, broken bole",46.2,130,6.5,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData","WREF_071.basePlot.vst.25","85571d02-fdd9-4e7f-8781-b2d5ee7c0caa","2017-11-01","vst_WREF_2017","WREF_071",23,2,25,5.8,331.8,"N",NA,NA,"NEON.DOC.000987vG","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,"",NA,"","","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=",NA,"10N",5075566.7752473,580908.160101458,0.78,45.82887,-121.958281,373.3,1.21
"NEON.PLA.D16.WREF.02005","WREF_071.basePlot.vst","D16","WREF","6417848f-afad-4913-9798-58e7de978733","2017-11-01","vst_WREF_2017","WREF_071","ok","small tree","Live",5.5,130,3.7,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData","WREF_071.basePlot.vst.NA","ed4a4df6-1040-4350-a2cb-b718764b00c9","2017-11-01","vst_WREF_2017","WREF_071",23,2,NA,NA,NA,"N",NA,NA,"NEON.DOC.000987vG","ACCI","Acer circinatum Pursh","species",NA,"",NA,"","","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEON.PLA.D16.WREF.02005","WREF_071.basePlot.vst","D16","WREF","e79a0eb7-ca49-431b-b798-77cac376b2f0","2017-11-01","vst_WREF_2017","WREF_071","ok","small tree","Live",5,130,3.7,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData","WREF_071.basePlot.vst.NA","ed4a4df6-1040-4350-a2cb-b718764b00c9","2017-11-01","vst_WREF_2017","WREF_071",23,2,NA,NA,NA,"N",NA,NA,"NEON.DOC.000987vG","ACCI","Acer circinatum Pursh","species",NA,"",NA,"","","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEON.PLA.D16.WREF.02005","WREF_071.basePlot.vst","D16","WREF","7e830de4-5339-4db8-9686-a6f76c7d2c26","2017-11-01","vst_WREF_2017","WREF_071","ok","small tree","Live",4.6,130,3.7,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData","WREF_071.basePlot.vst.NA","ed4a4df6-1040-4350-a2cb-b718764b00c9","2017-11-01","vst_WREF_2017","WREF_071",23,2,NA,NA,NA,"N",NA,NA,"NEON.DOC.000987vG","ACCI","Acer circinatum Pursh","species",NA,"",NA,"","","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEON.PLA.D16.WREF.02005","WREF_071.basePlot.vst","D16","WREF","eeaf4686-1b9c-4526-a332-6e9522a7fb66","2017-11-01","vst_WREF_2017","WREF_071","ok","small tree","Live",3.4,130,3.7,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData","WREF_071.basePlot.vst.NA","ed4a4df6-1040-4350-a2cb-b718764b00c9","2017-11-01","vst_WREF_2017","WREF_071",23,2,NA,NA,NA,"N",NA,NA,"NEON.DOC.000987vG","ACCI","Acer circinatum Pursh","species",NA,"",NA,"","","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEON.PLA.D16.WREF.02006","WREF_071.basePlot.vst","D16","WREF","5e3c270d-267c-489f-bc72-196a35484cd1","2017-11-01","vst_WREF_2017","WREF_071","ok","small tree","Live",5.2,130,1.6,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData","WREF_071.basePlot.vst.NA","9a9c786a-1bab-4aaa-a517-8fecabcbdd34","2017-11-01","vst_WREF_2017","WREF_071",23,2,NA,NA,NA,"N",NA,NA,"NEON.DOC.000987vG","THPL","Thuja plicata Donn ex D. Don","species",NA,"",NA,"","","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEON.PLA.D16.WREF.02007","WREF_071.basePlot.vst","D16","WREF","efb2f5a7-5c3c-4470-8d46-d967076c6d96","2017-11-01","vst_WREF_2017","WREF_071","ok","single bole tree","Live",14.5,130,7.5,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData","WREF_071.basePlot.vst.25","657bed65-873e-4d48-8fd6-5682f201aed3","2017-11-01","vst_WREF_2017","WREF_071",23,2,25,7,344.6,"N",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=",NA,"10N",5075568.41235511,580909.042003072,0.78,45.82887,-121.958281,373.3,1.21
"NEON.PLA.D16.WREF.02008","WREF_071.basePlot.vst","D16","WREF","b83b85c0-56c9-4e3f-87c1-49749725e146","2017-11-01","vst_WREF_2017","WREF_071","ok","single bole tree","Live",42.3,130,33,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData","WREF_071.basePlot.vst.25","834a1eea-a9ab-4e1b-b258-3e9fd97d84fe","2017-11-01","vst_WREF_2017","WREF_071",23,2,25,8,326.8,"N",NA,NA,"NEON.DOC.000987vG","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,"",NA,"","","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=",NA,"10N",5075568.35780179,580906.520390106,0.78,45.82887,-121.958281,373.3,1.21
"NEON.PLA.D16.WREF.02009","WREF_071.basePlot.vst","D16","WREF","dee8ccaf-6ee3-4bad-a82d-6632957293a8","2017-11-01","vst_WREF_2017","WREF_071","ok","single bole tree","Live",30.4,130,15.9,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData","WREF_071.basePlot.vst.25","19230301-5505-4590-890e-785832f4d741","2017-11-01","vst_WREF_2017","WREF_071",23,2,25,8.6,358.6,"N",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=",NA,"10N",5075570.26112009,580910.690779162,0.78,45.82887,-121.958281,373.3,1.21
"NEON.PLA.D16.WREF.02010","WREF_071.basePlot.vst","D16","WREF","e78ba8e1-ccdf-45d8-ace2-a3ad37314820","2017-11-01","vst_WREF_2017","WREF_071","ok","small tree","Live",2.3,130,2.1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData","WREF_071.basePlot.vst.NA","d62139a6-11c3-4ade-92a9-4d8517b5c1a6","2017-11-01","vst_WREF_2017","WREF_071",23,2,NA,NA,NA,"N",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEON.PLA.D16.WREF.02011","WREF_071.basePlot.vst","D16","WREF","0ea78178-069d-4ba4-9ab8-4c70ca805ed8","2017-11-01","vst_WREF_2017","WREF_071","ok","sapling","Live",NA,NA,0.9,NA,NA,NA,NA,NA,NA,"",1.3,10,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData","WREF_071.basePlot.vst.NA","c6b3fb86-2d72-499b-96a5-8f0a09ad408e","2017-11-01","vst_WREF_2017","WREF_071",23,2,NA,NA,NA,"N",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEON.PLA.D16.WREF.02012","WREF_071.basePlot.vst","D16","WREF","9c6567ea-1704-4a36-936b-295839d9aa5d","2017-11-01","vst_WREF_2017","WREF_071","ok","sapling","Live",NA,NA,1,NA,NA,NA,NA,NA,NA,"",1.4,10,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData","WREF_071.basePlot.vst.NA","7a9a75ae-724e-4104-ae9c-dfc7f8a99c56","2017-11-01","vst_WREF_2017","WREF_071",23,2,NA,NA,NA,"N",NA,NA,"NEON.DOC.000987vG","ACCI","Acer circinatum Pursh","species",NA,"",NA,"","","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEON.PLA.D16.WREF.02013","WREF_071.basePlot.vst","D16","WREF","67693b6c-ae90-402c-9592-e0b52ac55217","2017-11-01","vst_WREF_2017","WREF_071","ok","sapling","Live",NA,NA,1.5,NA,NA,NA,NA,NA,NA,"",1.4,10,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData","WREF_071.basePlot.vst.NA","899d9717-3863-4bab-af93-9d249db320d7","2017-11-01","vst_WREF_2017","WREF_071",23,2,NA,NA,NA,"N",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEON.PLA.D16.WREF.02014","WREF_071.basePlot.vst","D16","WREF","3d2f7afe-ec0c-46e1-bfde-1dda3388d7cf","2017-11-01","vst_WREF_2017","WREF_071","ok","sapling","Live",NA,NA,0.7,NA,NA,NA,NA,NA,NA,"",1.1,10,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData","WREF_071.basePlot.vst.NA","3d0e7caf-2723-42c2-a0ae-f70587092c4c","2017-11-01","vst_WREF_2017","WREF_071",23,2,NA,NA,NA,"N",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEON.PLA.D16.WREF.02015","WREF_071.basePlot.vst","D16","WREF","f0fe5071-d241-4024-acbb-b80e41cc4987","2017-11-01","vst_WREF_2017","WREF_071","ok","sapling","Live",NA,NA,0.9,NA,NA,NA,NA,NA,NA,"",1,10,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData","WREF_071.basePlot.vst.NA","f289d8a3-7f32-4ad1-8c05-b981bb1a9aec","2017-11-01","vst_WREF_2017","WREF_071",23,2,NA,NA,NA,"N",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEON.PLA.D16.WREF.02016","WREF_071.basePlot.vst","D16","WREF","abd0d1a7-5511-4300-b2c1-e4ffd65867e7","2017-11-01","vst_WREF_2017","WREF_071","ok","single bole tree","Live",33.8,130,13.9,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData","WREF_071.basePlot.vst.25","76b5adc8-62fb-4c2c-b3d0-532d4abffc24","2017-11-01","vst_WREF_2017","WREF_071",23,2,25,13.1,306.9,"N",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=",NA,"10N",5075569.52919223,580900.425026868,0.78,45.82887,-121.958281,373.3,1.21
"NEON.PLA.D16.WREF.02017","WREF_071.basePlot.vst","D16","WREF","53087871-73ac-4499-9c94-8282ae37b5d5","2017-11-01","vst_WREF_2017","WREF_071","ok","small tree","Live, physically damaged",6.2,130,2.9,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData","WREF_071.basePlot.vst.NA","973feac7-3d32-40cd-9138-5488b9d62118","2017-11-01","vst_WREF_2017","WREF_071",23,2,NA,NA,NA,"N",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEON.PLA.D16.WREF.02018","WREF_071.basePlot.vst","D16","WREF","97e8704f-e763-4ff9-8aaa-b9a17fde81f1","2017-11-01","vst_WREF_2017","WREF_071","ok","small tree","Live",3.4,130,3.1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData","WREF_071.basePlot.vst.NA","9398e772-2635-4013-94c1-34b86e4d6245","2017-11-01","vst_WREF_2017","WREF_071",23,4,NA,NA,NA,"N",NA,NA,"NEON.DOC.000987vG","ACCI","Acer circinatum Pursh","species",NA,"",NA,"","","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEON.PLA.D16.WREF.02019","WREF_071.basePlot.vst","D16","WREF","a3c07aa8-8d71-42da-bed9-a748ce4ed298","2017-11-01","vst_WREF_2017","WREF_071","ok","small tree","Live",1.8,130,0.8,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData","WREF_071.basePlot.vst.NA","6028ebfd-b5cb-43e3-b905-904143a76827","2017-11-01","vst_WREF_2017","WREF_071",23,4,NA,NA,NA,"N",NA,NA,"NEON.DOC.000987vG","ACCI","Acer circinatum Pursh","species",NA,"",NA,"","","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEON.PLA.D16.WREF.02020","WREF_071.basePlot.vst","D16","WREF","97762ff6-f1f4-46cc-98cc-1bbf36b28a97","2017-11-01","vst_WREF_2017","WREF_071","ok","sapling","Live",NA,NA,0.8,NA,NA,NA,NA,NA,NA,"",1.4,10,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData","WREF_071.basePlot.vst.NA","6544bc84-4fbd-4531-80fb-51a63b94349d","2017-11-01","vst_WREF_2017","WREF_071",23,4,NA,NA,NA,"N",NA,NA,"NEON.DOC.000987vG","ACCI","Acer circinatum Pursh","species",NA,"",NA,"","","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEON.PLA.D16.WREF.02021","WREF_071.basePlot.vst","D16","WREF","fbae3a26-2bf5-4ade-9c2f-5cd081d52f6c","2017-11-01","vst_WREF_2017","WREF_071","ok","single bole tree","Live",45.2,130,38,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData","WREF_071.basePlot.vst.41","309a1dd2-8abb-46dd-a071-914e86bdbcc2","2017-11-01","vst_WREF_2017","WREF_071",23,4,41,15.4,101.5,"N",NA,NA,"NEON.DOC.000987vG","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,"",NA,"","","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=",NA,"10N",5075577.8842048,580905.542483796,0.75,45.829046,-121.958541,371.33,1.21
"NEON.PLA.D16.WREF.02022","WREF_071.basePlot.vst","D16","WREF","04c97cb3-bd1e-4b7e-ab8b-2d6013fbb426","2017-11-01","vst_WREF_2017","WREF_071","ok","single bole tree","Live, physically damaged",24.8,130,13.1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData","WREF_071.basePlot.vst.41","ad793f3e-5f26-4053-a026-232157592321","2017-11-01","vst_WREF_2017","WREF_071",23,4,41,17.7,112.7,"N",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=",NA,"10N",5075574.12393404,580906.780567528,0.75,45.829046,-121.958541,371.33,1.21
"NEON.PLA.D16.WREF.02023","WREF_071.basePlot.vst","D16","WREF","901db098-e8b0-4679-a697-368972f9fa03","2017-11-01","vst_WREF_2017","WREF_071","ok","small tree","Dead, broken bole",7.6,130,1.7,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData","WREF_071.basePlot.vst.NA","6fd76969-75b7-48cf-9d62-6e6c7e8fef19","2017-11-01","vst_WREF_2017","WREF_071",23,4,NA,NA,NA,"N",NA,NA,"NEON.DOC.000987vG","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,"",NA,"","","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEON.PLA.D16.WREF.02024","WREF_071.basePlot.vst","D16","WREF","ef730981-a186-48b8-82a1-64af2f532eb7","2017-11-01","vst_WREF_2017","WREF_071","ok","small tree","Live",1.6,130,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData","WREF_071.basePlot.vst.NA","d7b126ca-6c40-4046-b1bd-d6f8183580b9","2017-11-01","vst_WREF_2017","WREF_071",23,4,NA,NA,NA,"N",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=",NA,NA,NA,NA,NA,NA,NA,NA,NA
